24891,2
24892,2
24893,2
24894,2
24895,2
24896,2
24897,2
24898,2
24899,2
24900,2
24901,2
24902,2
24903,2
24904,2
24905,2
24906,2
24907,2
24908,2
24909,2
24910,2
24911,2
24912,2
24913,2
24914,2
24915,2
24916,2
24917,2
24918,2
24919,2
24920,2
24921,2
24922,2
24923,2
24924,2
24925,2
24926,2
24927,2
24928,2
24929,2
24930,2
24931,2
24932,2
24933,2
24934,2
24935,2
24936,2
24937,2
24938,2
24939,2
24940,2
24941,2
24942,2
24943,2
24944,2
24945,2
24946,2
24947,2
24948,2
24949,2
24950,2
24951,2
24952,2
24953,2
24954,2
24955,2
24956,2
24957,2
24958,2
24959,2
24960,2
24961,2
24962,2
24963,2
24964,2
24965,2
24966,2
24967,2
24968,2
24969,2
24970,2
24971,2
24972,2
24973,2
24974,2
24975,2
24976,2
24977,2
24978,2
24979,2
24980,2
24981,2
24982,2
24983,2
24984,2
24985,2
24986,2
24987,2
24988,2
24989,2
24990,2
24991,2
24992,2
24993,2
24994,2
24995,2
24996,2
24997,2
24998,2
24999,2
25000,2
25001,2
25002,2
25003,2
25004,2
25005,2
25006,2
25007,2
25008,2
25009,2
25010,2
25011,2
25012,2
25013,2
25014,2
25015,2
25016,2
25017,2
25018,2
25019,2
25020,2
25021,2
25022,2
25023,2
25024,2
25025,2
25026,2
25027,2
25028,2
25029,2
25030,2
25031,2
25032,2
25033,2
25034,2
25035,2
25036,2
25037,2
25038,2
25039,2
25040,2
25041,2
25042,2
25043,2
25044,2
25045,2
25046,2
25047,2
25048,2
25049,2
25050,2
25051,2
25052,2
25053,2
25054,2
25055,2
25056,2
25057,2
25058,2
25059,2
25060,2
25061,2
25062,2
25063,2
25064,2
25065,2
25066,2
25067,2
25068,2
25069,2
25070,2
25071,2
25072,2
25073,2
25074,2
25075,2
25076,2
25077,2
25078,2
25079,2
25080,2
25081,2
25082,2
25083,2
25084,2
25085,2
25086,2
25087,2
25088,2
25089,2
25090,2
25091,2
25092,2
25093,2
25094,2
25095,2
25096,2
25097,2
25098,2
25099,2
25100,2
25101,2
25102,2
25103,2
25104,2
25105,2
25106,2
25107,2
25108,2
25109,2
25110,2
25111,2
25112,2
25113,2
25114,2
25115,2
25116,2
25117,2
25118,2
25119,2
25120,2
25121,2
25122,2
25123,2
25124,2
25125,2
25126,2
25127,2
25128,2
25129,2
25130,2
25131,2
25132,2
25133,2
25134,2
25135,2
25136,2
25137,2
25138,2
25139,2
25140,2
25141,2
25142,2
25143,2
25144,2
25145,2
25146,2
25147,2
25148,2
25149,2
25150,2
25151,2
25152,2
25153,2
25154,2
25155,2
25156,2
25157,2
25158,2
25159,2
25160,2
25161,2
25162,2
25163,2
25164,2
25165,2
25166,2
25167,2
25168,2
25169,2
25170,2
25171,2
25172,2
25173,2
25174,2
25175,2
25176,2
25177,2
25178,2
25179,2
25180,2
25181,2
25182,2
25183,2
25184,2
25185,2
25186,2
25187,2
25188,2
25189,2
25190,2
25191,2
25192,2
25193,2
25194,2
25195,2
25196,2
25197,2
25198,2
25199,2
25200,2
25201,2
25202,2
25203,2
25204,2
25205,2
25206,2
25207,2
25208,2
25209,2
25210,2
25211,2
25212,2
25213,2
25214,2
25215,2
25216,2
25217,2
25218,2
25219,2
25220,2
25221,2
25222,2
25223,2
25224,2
25225,2
25226,2
25227,2
25228,2
25229,2
25230,2
25231,2
25232,2
25233,2
25234,2
25235,2
25236,2
25237,2
25238,2
25239,2
25240,2
25241,2
25242,2
25243,2
25244,2
25245,2
25246,2
25247,2
25248,2
25249,2
25250,2
25251,2
25252,2
25253,2
25254,2
25255,2
25256,2
25257,2
25258,2
25259,2
25260,2
25261,2
25262,2
25263,2
25264,2
25265,2
25266,2
25267,2
25268,2
25269,2
25270,2
25271,2
25272,2
25273,2
25274,2
25275,2
25276,2
25277,2
25278,2
25279,2
25280,2
25281,2
25282,2
25283,2
25284,2
25285,2
25286,2
25287,2
25288,2
25289,2
25290,2
25291,2
25292,2
25293,2
25294,2
25295,2
25296,2
25297,2
25298,2
25299,2
25300,2
25301,2
25302,2
25303,2
25304,2
25305,2
25306,2
25307,2
25308,2
25309,2
25310,2
25311,2
25312,2
25313,2
25314,2
25315,2
25316,2
25317,2
25318,2
25319,2
25320,2
25321,2
25322,2
25323,2
25324,2
25325,2
25326,2
25327,2
25328,2
25329,2
25330,2
25331,2
25332,2
25333,2
25334,2
25335,2
25336,2
25337,2
25338,2
25339,2
25340,2
25341,2
25342,2
25343,2
25344,2
25345,2
25346,2
25347,2
25348,2
25349,2
25350,2
25351,2
25352,2
25353,2
25354,2
25355,2
25356,2
25357,2
25358,2
25359,2
25360,2
25361,2
25362,2
25363,2
25364,2
25365,2
25366,2
25367,2
25368,2
25369,2
25370,2
25371,2
25372,2
25373,2
25374,2
25375,2
25376,2
25377,2
25378,2
25379,2
25380,2
25381,2
25382,2
25383,2
25384,2
25385,2
25386,2
25387,2
25388,2
25389,2
25390,2
25391,2
25392,2
25393,2
25394,2
25395,2
25396,2
25397,2
25398,2
25399,2
25400,2
25401,2
25402,2
25403,2
25404,2
25405,2
25406,2
25407,2
25408,2
25409,2
25410,2
25411,2
25412,2
25413,2
25414,2
25415,2
25416,2
25417,2
25418,2
25419,2
25420,2
25421,2
25422,2
25423,2
25424,2
25425,2
25426,2
25427,2
25428,2
25429,2
25430,2
25431,2
25432,2
25433,2
25434,2
25435,2
25436,2
25437,2
25438,2
25439,2
25440,2
25441,2
25442,2
25443,2
25444,2
25445,2
25446,2
25447,2
25448,2
25449,2
25450,2
25451,2
25452,2
25453,2
25454,2
25455,2
25456,2
25457,2
25458,2
25459,2
25460,2
25461,2
25462,2
25463,2
25464,2
25465,2
25466,2
25467,2
25468,2
25469,2
25470,2
25471,2
25472,2
25473,2
25474,2
25475,2
25476,2
25477,2
25478,2
25479,2
25480,2
25481,2
25482,2
25483,2
25484,2
25485,2
25486,2
25487,2
25488,2
25489,2
25490,2
25491,2
25492,2
25493,2
25494,2
25495,2
25496,2
25497,2
25498,2
25499,2
25500,2
25501,2
25502,2
25503,2
25504,2
25505,2
25506,2
25507,2
25508,2
25509,2
25510,2
25511,2
25512,2
25513,2
25514,2
25515,2
25516,2
25517,2
25518,2
25519,2
25520,2
25521,2
25522,2
25523,2
25524,2
25525,2
25526,2
25527,2
25528,2
25529,2
25530,2
25531,2
25532,2
25533,2
25534,2
25535,2
25536,2
25537,2
25538,2
25539,2
25540,2
25541,2
25542,2
25543,2
25544,2
25545,2
25546,2
25547,2
25548,2
25549,2
25550,2
25551,2
25552,2
25553,2
25554,2
25555,2
25556,2
25557,2
25558,2
25559,2
25560,2
25561,2
25562,2
25563,2
25564,2
25565,2
25566,2
25567,2
25568,2
25569,2
25570,2
25571,2
25572,2
25573,2
25574,2
25575,2
25576,2
25577,2
25578,2
25579,2
25580,2
25581,2
25582,2
25583,2
25584,2
25585,2
25586,2
25587,2
25588,2
25589,2
25590,2
25591,2
25592,2
25593,2
25594,2
25595,2
25596,2
25597,2
25598,2
25599,2
25600,2
25601,2
25602,2
25603,2
25604,2
25605,2
25606,2
25607,2
25608,2
25609,2
25610,2
25611,2
25612,2
25613,2
25614,2
25615,2
25616,2
25617,2
25618,2
25619,2
25620,2
25621,2
25622,2
25623,2
25624,2
25625,2
25626,2
25627,2
25628,2
25629,2
25630,2
25631,2
25632,2
25633,2
25634,2
25635,2
25636,2
25637,2
25638,2
25639,2
25640,2
25641,2
25642,2
25643,2
25644,2
25645,2
25646,2
25647,2
25648,2
25649,2
25650,2
25651,2
25652,2
25653,2
25654,2
25655,2
25656,2
25657,2
25658,2
25659,2
25660,2
25661,2
25662,2
25663,2
25664,2
25665,2
25666,2
25667,2
25668,2
25669,2
25670,2
25671,2
25672,2
25673,2
25674,2
25675,2
25676,2
25677,2
25678,2
25679,2
25680,2
25681,2
25682,2
25683,2
25684,2
25685,2
25686,2
25687,2
25688,2
25689,2
25690,2
25691,2
25692,2
25693,2
25694,2
25695,2
25696,2
25697,2
25698,2
25699,2
25700,2
25701,2
25702,2
25703,2
25704,2
25705,2
25706,2
25707,2
25708,2
25709,2
25710,2
25711,2
25712,2
25713,2
25714,2
25715,2
25716,2
25717,2
25718,2
25719,2
25720,2
25721,2
25722,2
25723,2
25724,2
25725,2
25726,2
25727,2
25728,2
25729,2
25730,2
25731,2
25732,2
25733,2
25734,2
25735,2
25736,2
25737,2
25738,2
25739,2
25740,2
25741,2
25742,2
25743,2
25744,2
25745,2
25746,2
25747,2
25748,2
25749,2
25750,2
25751,2
25752,2
25753,2
25754,2
25755,2
25756,2
25757,2
25758,2
25759,2
25760,2
25761,2
25762,2
25763,2
25764,2
25765,2
25766,2
25767,2
25768,2
25769,2
25770,2
25771,2
25772,2
25773,2
25774,2
25775,2
25776,2
25777,2
25778,2
25779,2
25780,2
25781,2
25782,2
25783,2
25784,2
25785,2
25786,2
25787,2
25788,2
25789,2
25790,2
25791,2
25792,2
25793,2
25794,2
25795,2
25796,2
25797,2
25798,2
25799,2
25800,2
25801,2
25802,2
25803,2
25804,2
25805,2
25806,2
25807,2
25808,2
25809,2
25810,2
25811,2
25812,2
25813,2
25814,2
25815,2
25816,2
25817,2
25818,2
25819,2
25820,2
25821,2
25822,2
25823,2
25824,2
25825,2
25826,2
25827,2
25828,2
25829,2
25830,2
25831,2
25832,2
25833,2
25834,2
25835,2
25836,2
25837,2
25838,2
25839,2
25840,2
25841,2
25842,2
25843,2
25844,2
25845,2
25846,2
25847,2
25848,2
25849,2
25850,2
25851,2
25852,2
25853,2
25854,2
25855,2
25856,2
25857,2
25858,2
25859,2
25860,2
25861,2
25862,2
25863,2
25864,2
25865,2
25866,2
25867,2
25868,2
25869,2
25870,2
25871,2
25872,2
25873,2
25874,2
25875,2
25876,2
25877,2
25878,2
25879,2
25880,2
25881,2
25882,2
25883,2
25884,2
25885,2
25886,2
25887,2
25888,2
25889,2
25890,2
25891,2
25892,2
25893,2
25894,2
25895,2
25896,2
25897,2
25898,2
25899,2
25900,2
25901,2
25902,2
25903,2
25904,2
25905,2
25906,2
25907,2
25908,2
25909,2
25910,2
25911,2
25912,2
25913,2
25914,2
25915,2
25916,2
25917,2
25918,2
25919,2
25920,2
25921,2
25922,2
25923,2
25924,2
25925,2
25926,2
25927,2
25928,2
25929,2
25930,2
25931,2
25932,2
25933,2
25934,2
25935,2
25936,2
25937,2
25938,2
25939,2
25940,2
25941,2
25942,2
25943,2
25944,2
25945,2
25946,2
25947,2
25948,2
25949,2
25950,2
25951,2
25952,2
25953,2
25954,2
25955,2
25956,2
25957,2
25958,2
25959,2
25960,2
25961,2
25962,2
25963,2
25964,2
25965,2
25966,2
25967,2
25968,2
25969,2
25970,2
25971,2
25972,2
25973,2
25974,2
25975,2
25976,2
25977,2
25978,2
25979,2
25980,2
25981,2
25982,2
25983,2
25984,2
25985,2
25986,2
25987,2
25988,2
25989,2
25990,2
25991,2
25992,2
25993,2
25994,2
25995,2
25996,2
25997,2
25998,2
25999,2
26000,2
26001,2
26002,2
26003,2
26004,2
26005,2
26006,2
26007,2
26008,2
26009,2
26010,2
26011,2
26012,2
26013,2
26014,2
26015,2
26016,2
26017,2
26018,2
26019,2
26020,2
26021,2
26022,2
26023,2
26024,2
26025,2
26026,2
26027,2
26028,2
26029,2
26030,2
26031,2
26032,2
26033,2
26034,2
26035,2
26036,2
26037,2
26038,2
26039,2
26040,2
26041,2
26042,2
26043,2
26044,2
26045,2
26046,2
26047,2
26048,2
26049,2
26050,2
26051,2
26052,2
26053,2
26054,2
26055,2
26056,2
26057,2
26058,2
26059,2
26060,2
26061,2
26062,2
26063,2
26064,2
26065,2
26066,2
26067,2
26068,2
26069,2
26070,2
26071,2
26072,2
26073,2
26074,2
26075,2
26076,2
26077,2
26078,2
26079,2
26080,2
26081,2
26082,2
26083,2
26084,2
26085,2
26086,2
26087,2
26088,2
26089,2
26090,2
26091,2
26092,2
26093,2
26094,2
26095,2
26096,2
26097,2
26098,2
26099,2
26100,2
26101,2
26102,2
26103,2
26104,2
26105,2
26106,2
26107,2
26108,2
26109,2
26110,2
26111,2
26112,2
26113,2
26114,2
26115,2
26116,2
26117,2
26118,2
26119,2
26120,2
26121,2
26122,2
26123,2
26124,2
26125,2
26126,2
26127,2
26128,2
26129,2
26130,2
26131,2
26132,2
26133,2
26134,2
26135,2
26136,2
26137,2
26138,2
26139,2
26140,2
26141,2
26142,2
26143,2
26144,2
26145,2
26146,2
26147,2
26148,2
26149,2
26150,2
26151,2
26152,2
26153,2
26154,2
26155,2
26156,2
26157,2
26158,2
26159,2
26160,2
26161,2
26162,2
26163,2
26164,2
26165,2
26166,2
26167,2
26168,2
26169,2
26170,2
26171,2
26172,2
26173,2
26174,2
26175,2
26176,2
26177,2
26178,2
26179,2
26180,2
26181,2
26182,2
26183,2
26184,2
26185,2
26186,2
26187,2
26188,2
26189,2
26190,2
26191,2
26192,2
26193,2
26194,2
26195,2
26196,2
26197,2
26198,2
26199,2
26200,2
26201,2
26202,2
26203,2
26204,2
26205,2
26206,2
26207,2
26208,2
26209,2
26210,2
26211,2
26212,2
26213,2
26214,2
26215,2
26216,2
26217,2
26218,2
26219,2
26220,2
26221,2
26222,2
26223,2
26224,2
26225,2
26226,2
26227,2
26228,2
26229,2
26230,2
26231,2
26232,2
26233,2
26234,2
26235,2
26236,2
26237,2
26238,2
26239,2
26240,2
26241,2
26242,2
26243,2
26244,2
26245,2
26246,2
26247,2
26248,2
26249,2
26250,2
26251,2
26252,2
26253,2
26254,2
26255,2
26256,2
26257,2
26258,2
26259,2
26260,2
26261,2
26262,2
26263,2
26264,2
26265,2
26266,2
26267,2
26268,2
26269,2
26270,2
26271,2
26272,2
26273,2
26274,2
26275,2
26276,2
26277,2
26278,2
26279,2
26280,2
26281,2
26282,2
26283,2
26284,2
26285,2
26286,2
26287,2
26288,2
26289,2
26290,2
26291,2
26292,2
26293,2
26294,2
26295,2
26296,2
26297,2
26298,2
26299,2
26300,2
26301,2
26302,2
26303,2
26304,2
26305,2
26306,2
26307,2
26308,2
26309,2
26310,2
26311,2
26312,2
26313,2
26314,2
26315,2
26316,2
26317,2
26318,2
26319,2
26320,2
26321,2
26322,2
26323,2
26324,2
26325,2
26326,2
26327,2
26328,2
26329,2
26330,2
26331,2
26332,2
26333,2
26334,2
26335,2
26336,2
26337,2
26338,2
26339,2
26340,2
26341,2
26342,2
26343,2
26344,2
26345,2
26346,2
26347,2
26348,2
26349,2
26350,2
26351,2
26352,2
26353,2
26354,2
26355,2
26356,2
26357,2
26358,2
26359,2
26360,2
26361,2
26362,2
26363,2
26364,2
26365,2
26366,2
26367,2
26368,2
26369,2
26370,2
26371,2
26372,2
26373,2
26374,2
26375,2
26376,2
26377,2
26378,2
26379,2
26380,2
26381,2
26382,2
26383,2
26384,2
26385,2
26386,2
26387,2
26388,2
26389,2
26390,2
26391,2
26392,2
26393,2
26394,2
26395,2
26396,2
26397,2
26398,2
26399,2
26400,2
26401,2
26402,2
26403,2
26404,2
26405,2
26406,2
26407,2
26408,2
26409,2
26410,2
26411,2
26412,2
26413,2
26414,2
26415,2
26416,2
26417,2
26418,2
26419,2
26420,2
26421,2
26422,2
26423,2
26424,2
26425,2
26426,2
26427,2
26428,2
26429,2
26430,2
26431,2
26432,2
26433,2
26434,2
26435,2
26436,2
26437,2
26438,2
26439,2
26440,2
26441,2
26442,2
26443,2
26444,2
26445,2
26446,2
26447,2
26448,2
26449,2
26450,2
26451,2
26452,2
26453,2
26454,2
26455,2
26456,2
26457,2
26458,2
26459,2
26460,2
26461,2
26462,2
26463,2
26464,2
26465,2
26466,2
26467,2
26468,2
26469,2
26470,2
26471,2
26472,2
26473,2
26474,2
26475,2
26476,2
26477,2
26478,2
26479,2
26480,2
26481,2
26482,2
26483,2
26484,2
26485,2
26486,2
26487,2
26488,2
26489,2
26490,2
26491,2
26492,2
26493,2
26494,2
26495,2
26496,2
26497,2
26498,2
26499,2
26500,2
26501,2
26502,2
26503,2
26504,2
26505,2
26506,2
26507,2
26508,2
26509,2
26510,2
26511,2
26512,2
26513,2
26514,2
26515,2
26516,2
26517,2
26518,2
26519,2
26520,2
26521,2
26522,2
26523,2
26524,2
26525,2
26526,2
26527,2
26528,2
26529,2
26530,2
26531,2
26532,2
26533,2
26534,2
26535,2
26536,2
26537,2
26538,2
26539,2
26540,2
26541,2
26542,2
26543,2
26544,2
26545,2
26546,2
26547,2
26548,2
26549,2
26550,2
26551,2
26552,2
26553,2
26554,2
26555,2
26556,2
26557,2
26558,2
26559,2
26560,2
26561,2
26562,2
26563,2
26564,2
26565,2
26566,2
26567,2
26568,2
26569,2
26570,2
26571,2
26572,2
26573,2
26574,2
26575,2
26576,2
26577,2
26578,2
26579,2
26580,2
26581,2
26582,2
26583,2
26584,2
26585,2
26586,2
26587,2
26588,2
26589,2
26590,2
26591,2
26592,2
26593,2
26594,2
26595,2
26596,2
26597,2
26598,2
26599,2
26600,2
26601,2
26602,2
26603,2
26604,2
26605,2
26606,2
26607,2
26608,2
26609,2
26610,2
26611,2
26612,2
26613,2
26614,2
26615,2
26616,2
26617,2
26618,2
26619,2
26620,2
26621,2
26622,2
26623,2
26624,2
26625,2
26626,2
26627,2
26628,2
26629,2
26630,2
26631,2
26632,2
26633,2
26634,2
26635,2
26636,2
26637,2
26638,2
26639,2
26640,2
26641,2
26642,2
26643,2
26644,2
26645,2
26646,2
26647,2
26648,2
26649,2
26650,2
26651,2
26652,2
26653,2
26654,2
26655,2
26656,2
26657,2
26658,2
26659,2
26660,2
26661,2
26662,2
26663,2
26664,2
26665,2
26666,2
26667,2
26668,2
26669,2
26670,2
26671,2
26672,2
26673,2
26674,2
26675,2
26676,2
26677,2
26678,2
26679,2
26680,2
26681,2
26682,2
26683,2
26684,2
26685,2
26686,2
26687,2
26688,2
26689,2
26690,2
26691,2
26692,2
26693,2
26694,2
26695,2
26696,2
26697,2
26698,2
26699,2
26700,2
26701,2
26702,2
26703,2
26704,2
26705,2
26706,2
26707,2
26708,2
26709,2
26710,2
26711,2
26712,2
26713,2
26714,2
26715,2
26716,2
26717,2
26718,2
26719,2
26720,2
26721,2
26722,2
26723,2
26724,2
26725,2
26726,2
26727,2
26728,2
26729,2
26730,2
26731,2
26732,2
26733,2
26734,2
26735,2
26736,2
26737,2
26738,2
26739,2
26740,2
26741,2
26742,2
26743,2
26744,2
26745,2
26746,2
26747,2
26748,2
26749,2
26750,2
26751,2
26752,2
26753,2
26754,2
26755,2
26756,2
26757,2
26758,2
26759,2
26760,2
26761,2
26762,2
26763,2
26764,2
26765,2
26766,2
26767,2
26768,2
26769,2
26770,2
26771,2
26772,2
26773,2
26774,2
26775,2
26776,2
26777,2
26778,2
26779,2
26780,2
26781,2
26782,2
26783,2
26784,2
26785,2
26786,2
26787,2
26788,2
26789,2
26790,2
26791,2
26792,2
26793,2
26794,2
26795,2
26796,2
26797,2
26798,2
26799,2
26800,2
26801,2
26802,2
26803,2
26804,2
26805,2
26806,2
26807,2
26808,2
26809,2
26810,2
26811,2
26812,2
26813,2
26814,2
26815,2
26816,2
26817,2
26818,2
26819,2
26820,2
26821,2
26822,2
26823,2
26824,2
26825,2
26826,2
26827,2
26828,2
26829,2
26830,2
26831,2
26832,2
26833,2
26834,2
26835,2
26836,2
26837,2
26838,2
26839,2
26840,2
26841,2
26842,2
26843,2
26844,2
26845,2
26846,2
26847,2
26848,2
26849,2
26850,2
26851,2
26852,2
26853,2
26854,2
26855,2
26856,2
26857,2
26858,2
26859,2
26860,2
26861,2
26862,2
26863,2
26864,2
26865,2
26866,2
26867,2
26868,2
26869,2
26870,2
26871,2
26872,2
26873,2
26874,2
26875,2
26876,2
26877,2
26878,2
26879,2
26880,2
26881,2
26882,2
26883,2
26884,2
26885,2
26886,2
26887,2
26888,2
26889,2
26890,2
26891,2
26892,2
26893,2
26894,2
26895,2
26896,2
26897,2
26898,2
26899,2
26900,2
26901,2
26902,2
26903,2
26904,2
26905,2
26906,2
26907,2
26908,2
26909,2
26910,2
26911,2
26912,2
26913,2
26914,2
26915,2
26916,2
26917,2
26918,2
26919,2
26920,2
26921,2
26922,2
26923,2
26924,2
26925,2
26926,2
26927,2
26928,2
26929,2
26930,2
26931,2
26932,2
26933,2
26934,2
26935,2
26936,2
26937,2
26938,2
26939,2
26940,2
26941,2
26942,2
26943,2
26944,2
26945,2
26946,2
26947,2
26948,2
26949,2
26950,2
26951,2
26952,2
26953,2
26954,2
26955,2
26956,2
26957,2
26958,2
26959,2
26960,2
26961,2
26962,2
26963,2
26964,2
26965,2
26966,2
26967,2
26968,2
26969,2
26970,2
26971,2
26972,2
26973,2
26974,2
26975,2
26976,2
26977,2
26978,2
26979,2
26980,2
26981,2
26982,2
26983,2
26984,2
26985,2
26986,2
26987,2
26988,2
26989,2
26990,2
26991,2
26992,2
26993,2
26994,2
26995,2
26996,2
26997,2
26998,2
26999,2
27000,2
27001,2
27002,2
27003,2
27004,2
27005,2
27006,2
27007,2
27008,2
27009,2
27010,2
27011,2
27012,2
27013,2
27014,2
27015,2
27016,2
27017,2
27018,2
27019,2
27020,2
27021,2
27022,2
27023,2
27024,2
27025,2
27026,2
27027,2
27028,2
27029,2
27030,2
27031,2
27032,2
27033,2
27034,2
27035,2
27036,2
27037,2
27038,2
27039,2
27040,2
27041,2
27042,2
27043,2
27044,2
27045,2
27046,2
27047,2
27048,2
27049,2
27050,2
27051,2
27052,2
27053,2
27054,2
27055,2
27056,2
27057,2
27058,2
27059,2
27060,2
27061,2
27062,2
27063,2
27064,2
27065,2
27066,2
27067,2
27068,2
27069,2
27070,2
27071,2
27072,2
27073,2
27074,2
27075,2
27076,2
27077,2
27078,2
27079,2
27080,2
27081,2
27082,2
27083,2
27084,2
27085,2
27086,2
27087,2
27088,2
27089,2
27090,2
27091,2
27092,2
27093,2
27094,2
27095,2
27096,2
27097,2
27098,2
27099,2
27100,2
27101,2
27102,2
27103,2
27104,2
27105,2
27106,2
27107,2
27108,2
27109,2
27110,2
27111,2
27112,2
27113,2
27114,2
27115,2
27116,2
27117,2
27118,2
27119,2
27120,2
27121,2
27122,2
27123,2
27124,2
27125,2
27126,2
27127,2
27128,2
27129,2
27130,2
27131,2
27132,2
27133,2
27134,2
27135,2
27136,2
27137,2
27138,2
27139,2
27140,2
27141,2
27142,2
27143,2
27144,2
27145,2
27146,2
27147,2
27148,2
27149,2
27150,2
27151,2
27152,2
27153,2
27154,2
27155,2
27156,2
27157,2
27158,2
27159,2
27160,2
27161,2
27162,2
27163,2
27164,2
27165,2
27166,2
27167,2
27168,2
27169,2
27170,2
27171,2
27172,2
27173,2
27174,2
27175,2
27176,2
27177,2
27178,2
27179,2
27180,2
27181,2
27182,2
27183,2
27184,2
27185,2
27186,2
27187,2
27188,2
27189,2
27190,2
27191,2
27192,2
27193,2
27194,2
27195,2
27196,2
27197,2
27198,2
27199,2
27200,2
27201,2
27202,2
27203,2
27204,2
27205,2
27206,2
27207,2
27208,2
27209,2
27210,2
27211,2
27212,2
27213,2
27214,2
27215,2
27216,2
27217,2
27218,2
27219,2
27220,2
27221,2
27222,2
27223,2
27224,2
27225,2
27226,2
27227,2
27228,2
27229,2
27230,2
27231,2
27232,2
27233,2
27234,2
27235,2
27236,2
27237,2
27238,2
27239,2
27240,2
27241,2
27242,2
27243,2
27244,2
27245,2
27246,2
27247,2
27248,2
27249,2
27250,2
27251,2
27252,2
27253,2
27254,2
27255,2
27256,2
27257,2
27258,2
27259,2
27260,2
27261,2
27262,2
27263,2
27264,2
27265,2
27266,2
27267,2
27268,2
27269,2
27270,2
27271,2
27272,2
27273,2
27274,2
27275,2
27276,2
27277,2
27278,2
27279,2
27280,2
27281,2
27282,2
27283,2
27284,2
27285,2
27286,2
27287,2
27288,2
27289,2
27290,2
27291,2
27292,2
27293,2
27294,2
27295,2
27296,2
27297,2
27298,2
27299,2
27300,2
27301,2
27302,2
27303,2
27304,2
27305,2
27306,2
27307,2
27308,2
27309,2
27310,2
27311,2
27312,2
27313,2
27314,2
27315,2
27316,2
27317,2
27318,2
27319,2
27320,2
27321,2
27322,2
27323,2
27324,2
27325,2
27326,2
27327,2
27328,2
27329,2
27330,2
27331,2
27332,2
27333,2
27334,2
27335,2
27336,2
27337,2
27338,2
27339,2
27340,2
27341,2
27342,2
27343,2
27344,2
27345,2
27346,2
27347,2
27348,2
27349,2
27350,2
27351,2
27352,2
27353,2
27354,2
27355,2
27356,2
27357,2
27358,2
27359,2
27360,2
27361,2
27362,2
27363,2
27364,2
27365,2
27366,2
27367,2
27368,2
27369,2
27370,2
27371,2
27372,2
27373,2
27374,2
27375,2
27376,2
27377,2
27378,2
27379,2
27380,2
27381,2
27382,2
27383,2
27384,2
27385,2
27386,2
27387,2
27388,2
27389,2
27390,2
27391,2
27392,2
27393,2
27394,2
27395,2
27396,2
27397,2
27398,2
27399,2
27400,2
27401,2
27402,2
27403,2
27404,2
27405,2
27406,2
27407,2
27408,2
27409,2
27410,2
27411,2
27412,2
27413,2
27414,2
27415,2
27416,2
27417,2
27418,2
27419,2
27420,2
27421,2
27422,2
27423,2
27424,2
27425,2
27426,2
27427,2
27428,2
27429,2
27430,2
27431,2
27432,2
27433,2
27434,2
27435,2
27436,2
27437,2
27438,2
27439,2
27440,2
27441,2
27442,2
27443,2
27444,2
27445,2
27446,2
27447,2
27448,2
27449,2
27450,2
27451,2
27452,2
27453,2
27454,2
27455,2
27456,2
27457,2
27458,2
27459,2
27460,2
27461,2
27462,2
27463,2
27464,2
27465,2
27466,2
27467,2
27468,2
27469,2
27470,2
27471,2
27472,2
27473,2
27474,2
27475,2
27476,2
27477,2
27478,2
27479,2
27480,2
27481,2
27482,2
27483,2
27484,2
27485,2
27486,2
27487,2
27488,2
27489,2
27490,2
27491,2
27492,2
27493,2
27494,2
27495,2
27496,2
27497,2
27498,2
27499,2
27500,2
27501,2
27502,2
27503,2
27504,2
27505,2
27506,2
27507,2
27508,2
27509,2
27510,2
27511,2
27512,2
27513,2
27514,2
27515,2
27516,2
27517,2
27518,2
27519,2
27520,2
27521,2
27522,2
27523,2
27524,2
27525,2
27526,2
27527,2
27528,2
27529,2
27530,2
27531,2
27532,2
27533,2
27534,2
27535,2
27536,2
27537,2
27538,2
27539,2
27540,2
27541,2
27542,2
27543,2
27544,2
27545,2
27546,2
27547,2
27548,2
27549,2
27550,2
27551,2
27552,2
27553,2
27554,2
27555,2
27556,2
27557,2
27558,2
27559,2
27560,2
27561,2
27562,2
27563,2
27564,2
27565,2
27566,2
27567,2
27568,2
27569,2
27570,2
27571,2
27572,2
27573,2
27574,2
27575,2
27576,2
27577,2
27578,2
27579,2
27580,2
27581,2
27582,2
27583,2
27584,2
27585,2
27586,2
27587,2
27588,2
27589,2
27590,2
27591,2
27592,2
27593,2
27594,2
27595,2
27596,2
27597,2
27598,2
27599,2
27600,2
27601,2
27602,2
27603,2
27604,2
27605,2
27606,2
27607,2
27608,2
27609,2
27610,2
27611,2
27612,2
27613,2
27614,2
27615,2
27616,2
27617,2
27618,2
27619,2
27620,2
27621,2
27622,2
27623,2
27624,2
27625,2
27626,2
27627,2
27628,2
27629,2
27630,2
27631,2
27632,2
27633,2
27634,2
27635,2
27636,2
27637,2
27638,2
27639,2
27640,2
27641,2
27642,2
27643,2
27644,2
27645,2
27646,2
27647,2
27648,2
27649,2
27650,2
27651,2
27652,2
27653,2
27654,2
27655,2
27656,2
27657,2
27658,2
27659,2
27660,2
27661,2
27662,2
27663,2
27664,2
27665,2
27666,2
27667,2
27668,2
27669,2
27670,2
27671,2
27672,2
27673,2
27674,2
27675,2
27676,2
27677,2
27678,2
27679,2
27680,2
27681,2
27682,2
27683,2
27684,2
27685,2
27686,2
27687,2
27688,2
27689,2
27690,2
